statist,supernumerary
verdreschen,thrash
perrier,perrier
gevatter,gevatter
blamier,disgrace yourself
gotho,Gotho
glockenschläge,bell beats
huntoon,Huntoon
easter,easter
tremaine,tremaine
widerwärtige,disgusting
schabbach,Schabbach
bloßer,mere
geiss,geiss
kumbaya,kumbaya
americans,americans
punisher,punisher
geringerer,lower
wegener,wegener
pferch,pen
folterten,tortured
zeitrechnung,calendar
samenbank,sperm bank
pennst,pennst
saublöd,saublöd
abgemagert,emaciated
brentwood,brentwood
rüschen,ruffles
sympathisanten,sympathizers
onion,onion
akrobat,acrobat
vaughan,vaughan
zugangskarte,access card
mmm-hmm,mmm-hmm
ersteche,stab
wr,wr
unterernährt,undernourished
explodierenden,exploding
schrottkiste,scrap crate
brillantes,brilliant
reinhard,reinhard
halifax,halifax
kandinsky,kandinsky
überanstrengt,overworked
grrr,grrr
explodierende,exploding
daya,daya
eintragung,registration
pausieren,pause
knock,knock
slate,slate
essbare,Eatable
kollektive,collective
benennt,renames
hayworth,hayworth
aprils,aprils
geranien,geranium
foon,foon
torben,torben
lieblingsspiel,favourite game
walfänger,whaler
riesenapplaus,huge applause
waterford,waterford
bridgeport,bridgeport
jasna,jasna
lyne,lyne
hochschicken,send up
härteren,tougher
geniestreich,stroke of genius
renato,renato
herrmann,herrmann
einfachem,easy
pflegten,wont
heruntergefallen,dropped
gomorra,Gomorrah
zugestochen,stabbed
fürn,fürn
asiatischer,Asian
salerno,Salerno
anselmo,anselmo
vagen,vague
wassja,Vasya
hinhaut,hinhaut
kosename,pet name
zusammenkratzen,scrape up
niña,niña
datteln,datteln
versammelte,gathered
panco,panco
zusammenstehen,stand together
öre,ore
lebenslinie,lifeline
blackberry,blackberry
beispiellos,unprecedented
mhmm,mhmm
gemeingefährlich,homicidal
brings,brings
finnisch,Finnish
daumenabdruck,thumbprint
sou,sou
lahey,Lahey
matze,matze
josephs,joseph
nonna,nonna
terroristischer,terrorist
brandenburg,Brandenburg
rubbeln,rub
intergalaktischen,intergalactic
knarzen,knarzen
lonny,lonny
höllischer,hell
pistazie,pistachio
brandopfer,fire victims
giftiges,toxic
garstig,ugly
corcoran,corcoran
verbeult,dented
wärmstens,warmly
seltenheit,rarity
verknüpfen,link
angeschrieben,Must
rannveig,Rannveig
maile,maile
stonehaven,stonehaven
doucet,doucet
qualifizierten,qualified
spaghettifresser,Eyetie
countys,countys
übergossen,doused
delegieren,delegate
verängstigten,frightened
unterhaltsamer,entertaining
champs,champs
vermeintlich,supposed
homers,homers
zeki,zeki
überflieger,überflieger
aufwühlen,stir
schneite,snow
billigsten,cheapest
beidrehen,lay to
überreizt,overwrought
nostra,nostra
gewürfelt,diced
gewitzt,shrewd
landsleuten,fellow countrymen
appartment,apartment
wunders,miracle
isla,isla
gouverneure,governors
humorvoll,humorous
nymphe,nymph
glückes,happiness
coran,coran
abydos,abydos
luftgewehr,air rifle
eisern,iron
hypothesen,hypotheses
freisetzung,release
reagenzglas,test tube
grausig,grisly
motoröl,Engine oil
rosmarie,rosmarie
venna,venna
druckerpresse,printing press
koppeln,couple
herausfordernd,challenging
schulprojekt,school project
siebeneinhalb,seven and a half
vermindert,reduced
klemmte,jammed
kurierdienst,courier service
geweihten,consecrated
rimini,rimini
greise,elderly
file,file
geplatzte,burst
intubation,intubation
kurzzeitgedächtnis,short term memory
spedition,carrier
schlafprobleme,sleeping problems
crewes,Crewes
hehlerei,receiving
zugeschaltet,switched
kontaktierten,contacted
schrotflinten,shotguns
roffe,Roffe
überweist,transfers
hella,hella
wertschätzen,to appreciate
u.n.,U.N.
koksen,coke
samthandschuhen,kid gloves
colony,colony
ambitioniert,ambitiously
getuschel,whispering
anas,anas
weinstock,vine
haji,haji
gesundem,healthy
maggi,maggi
verwöhnten,drenched
gebieterin,mistress
weggewischt,wiped out
unzivilisiert,uncivilized
toxikologische,toxicological
bodhi,bodhi
ostwärts,east
stagg,stagg
heywood,heywood
widerwärtigen,disgusting
mally,mally
unverblümt,baldly
linderung,relief
maskierter,masked
schielen,squint
meck,meck
zander,pike-perch
einsetze,insets
riesenärger,huge worse
massakers,massacre
nebenhöhlen,sinuses
aufschlug,hit
rührselig,maudlin
milliardäre,billionaires
muto,muto
pk,pk
maigret,maigret
trotwood,trotwood
adjektive,adjectives
sprengkraft,explosive force
anlasten,blame
gespenstisch,ghostly
yangs,yangs
verunglückte,accident
automatisches,automatic
jagdgründe,hunting reasons
popstar,popstar
exkremente,excreta
sombrero,sombrero
kognitiven,cognitive
takata,takata
prachtvollen,beautiful
störche,storks
landgut,estate
britischem,British
bowler,bowler
kaffeetrinken,drink coffee
pferdestärken,horsepower
patzer,slip
viggo,viggo
abkürzen,abbreviate
savior,savior
mandel,almond
auswärtigen,foreign
sandberg,sandberg
merzien,Merzien
vierteilen,quartered
med-lab,med-lab
fangzähne,fang teeth
marcelle,marcelle
review,review
einleben,settle down
señoritas,señoritas
janssen,janssen
cesares,Cesare
heuschrecke,grasshopper
beckys,beckys
djinn-djinn,djinn-djinn
freitagmorgen,Friday morning
dortmund,Dortmund
angebettelt,begging
kleiderbügel,hanger
narzissen,daffodils
to-do-liste,to do list
mickrig,measly
digitales,digital
nächstgelegenen,the nearest
toffee,toffee
hinstecken,hinstecken
einsamste,loneliest
ljuda,ljuda
gaffen,gawk
wischst,swiping
mortem,mortem
unwichtiges,unimportant
finder,finder
kapuzen,hooded
kriegsbemalung,war paint
frühschicht,Early stage
caddie,caddy
ärmelkanal,ärmelkanal
pasha,pasha
bozo,bozo
deppert,dopey
hinwillst,wanna go
lächel,lächel
pina,pina
pips,pip
pjotr,pjotr
soleil,soleil
caymans,caymans
tiramisu,Tiramisu
treffsicherheit,marksmanship
rauskamen,came out
botengänge,Errands
überschreitest,overstep
ausrutschen,to slip
boudreau,boudreau
patentochter,goddaughter
auburn,auburn
schüttele,shake
unterhemd,undershirt
stiehl,steal
hinläufst,goin
shran,Shran
hineingeboren,born
essensmarken,food stamps
zugeflüstert,whispered
karakurt,karakurt
ha-young,ha-young
fremdsprachen,foreign languages
kenntnissen,knowledge
lider,lider
cheerleading,cheerleading
administrator,Administrator
kotori,kotori
absacker,nightcap
ptolemäus,ptolemäus
rushmore,rushmore
abprallen,rebound
fossa,fossa
gings,we went
psychiatrisches,psychiatric
bestrebungen,aspirations
tierhandlung,Pet shop
synthetisch,synthetic
rekrutierte,recruited
tanzabend,dancing evening
wiii,wiii
grimoire,grimoire
vinz,vinz
chupacabra,chupacabra
hpd,hpd
verkehre,pervert
untersuchungsergebnisse,investigation results
bockig,stubborn
saftsack,fucker
erlogen,made-up
intendant,director
sharkey,sharkey
erfreue,rejoice
gebackenen,baked
baklava,Baklava
gültigen,valid
nachtlager,bivouac
schwänzchen,tail
schwierigkeitsgrad,degree of difficulty
eisbahn,rink
bekräftigen,confirm
gegenangebot,counteroffer
goober,goober
reinschmuggeln,smuggle
erlasse,adopts
zapfenstreich,tattoo
fp,fp
sterbehilfe,euthanasia
verzichtete,waived
umgarnen,ensnare
mess,mess
verschwörungstheorie,conspiracy theory
chunk,chunk
abweichende,different
tales,tales
grimaldi,grimaldi
pelant,pelant
bewegungsfreiheit,freedom of movement
durchdrehst,durchdrehst
anette,anette
schulfreundin,school girlfriend
zurückgeschrieben,written back
bezweckt,aims
ausversehen,by mistake
investigations,investigations
maricruz,maricruz
ancient,ancient
anchorage,Anchorage
ziegelsteine,bricks
schamhaar,pubic hair
katies,katies
überraschungseffekt,surprise effect
testergebnis,test result
zufriedene,satisfied
losgelöst,detached
tonlos,toneless
unbestimmt,undetermined
ausfälle,losses
jindrich,jindrich
teilnehmern,participants
abging,departed
bezweifel,bezweifel
baldwin-schwestern,baldwin-sisters
chiharu,chiharu
abzusitzen,serve out
verdi,verdi
seehund,seal
schwindelgefühl,giddiness
pokerspieler,poker player
schlugst,smite
translations,translations
predator,predator
olav,olav
gleichauf,par
joo,joo
chc0c0c0,chc0c0c0
sprengten,blew up
abenddämmerung,dusk
ohrwurm,earwig
peacock,peacock
klospülung,toilet flush
überwindung,overcoming
coughlin,coughlin
heißluftballon,hot air balloon
anhaltender,continued
nachbarhaus,neighbour House
kneipenschlägerei,pubs brawl
mutterseelenallein,all alone
hisbollah,hezbollah
wittere,wittere
suse,suse
unehelichen,illegitimate
meistbietenden,highest bidder
transcript,transcript
peder,peder
algernon,algernon
rieten,advised
plaudere,chatting
gutartig,benign
hilfsenergie,auxiliary power
beet,bed
spielsucht,gambling
harmonieren,harmonize
kens,ken
orchard,orchard
lieblingsstück,favorite piece
raubzug,raid
systemfehler,System error
ingenieurin,engineer
ausgetrieben,expelled
buddhisten,Buddhists
raph,raph
seilbahn,funicular
unverwüstlich,indestructible
volksmusik,folk music
seeger,seaworthy
teufelszeug,devil convincing
zivilklage,civil suit
herta,herta
schülers,student
jiji,jiji
stowaway,stowaway
heimtückische,insidious
tribute,tribute
basel,Basel
weiterging,continued
niedergeschrieben,written
3-d,3-d
färbung,coloring
tomie,tomie
yamada,yamada
urca,urca
zeros,zeros
lutsche,suck
schmerzfrei,painless
prep,prep
selbstgefälligkeit,complacency
herumfliegen,flying around
aufwühlende,upsetting
yoshie,yoshie
eingelegte,pickled
routineuntersuchung,slick
zustechen,sting
evtl.,Possibly.
kampftechnik,fighting technology
starter,starter
wahrheitsgemäß,truthfully
cab,cab
wegrennt,running away
geheimsache,secret thing
baelfire,baelfire
pico,pico
fatbrat,fatbrat
kriegsveteran,war veteran
anika,anika
muslimen,muslims
roquefort,roquefort
prozedere,procedures
droben,up there
spesenkonto,charges account
kubikmeter,cubic meter
herangewachsen,grown
committee,committee
installiere,install
traumland,dreamland
verschaffst,verschaffst
eheberater,marriage guidance counselor
schmunzelt,grins
herausgenommen,removed
störsender,jammer
13-jährige,13 year old
laude,laude
feldarbeit,feldarbeit
saltzman,saltzman
turbolift,turbo lift
unterlass,under let
renommierten,renowned
riton,riton
freddys,Freddy
urteilsspruch,verdict
orangene,orange
kartoffelpuffer,potato pancakes
paroli,Latest Technologies
sicherheitsoffizier,security officer
haffner,haffner
amtseinführung,inauguration
haudegen,haudegen
ausschweifungen,debauchery
serbischen,Serbian
felsenfest,rock solid
eheringe,wedding rings
privatschulen,private schools
sandkorn,sandkorn
lev,lev
côte,COTE
durchzumachen,go through
auerbach,auerbach
kisha,kisha
wandelnder,changing
einseitige,one-sided
ereignen,occur
prop,prop
misslichen,predicament
radek,radek
stolziert,strutting
kontinuität,continuity
immobiliengeschäft,real estate business
eri,eri
leichtathletik,athletics
jennifers,jennifer
untersatz,coaster
schleimbeutel,bursa
p3,p3
schmerzenslaut,according to ache
fänge,catches
kayo,kayo
mhn,mhn
arbeitsvertrag,employment contract
são,são
neunen,neunen
stolperst,stumble
sasas,sasas
holdings,holdings
jae,jae
parkway,parkway
individuums,individual
xan,xan
hennessy,hennessy
jena,Jena
versace,Versace
verwahrlost,neglected
being,being
ngaio,ngaio
klammerte,clutched
foyle,foyle
supi,supi
ethyl,ethyl
vs,vs
ticks,ticks
veganerin,vegan
anzugs,"suit,"
novick,Novick
flackern,flicker
bettys,betty
synthetisches,synthetic
ostdeutschland,East Germany
laugh,laugh
akzente,accents
bedeutungslose,meaningless
schicktest,send test
abschiedsfeier,farewell party
gefestigt,established
blacklock,blacklock
uberhaupt,at all
goldschatz,gold treasure
übersetzungen,translations
sonderkommission,special commission
nervensägen,nerve-sawing
stadtmitte,town center
zurückbrachte,brought back
bettlägerig,bedridden
severus,severus
edelmut,gallantry
merete,merete
versteckter,hidden
nippen,to sip
timon,timon
grenouille,grenouille
littleton,littleton
zersetzung,decomposition
zuck,twitching
hochzeitssuite,wedding suite
projektes,project
fouroux,Fouroux
bookman,bookman
röcken,skirts
trugbild,mirage
lichtet,thins
verunstaltet,defaced
menschenmassen,crowds
umworben,courted
dazuzugehören,to belong
dakara,dakara
dragan,dragan
melba,melba
auszufragen,questioning
unwohlsein,malaise
tab,tab
patriotischen,patriotic
defi,defi
verfeinert,refined
abändern,amend
limette,lime
sightseeing,sightseeing
thraker,Thracians
naturwissenschaft,natural Science
spontaneität,spontaneity
culper,culper
rosette,rosette
velasco,velasco
blackwater,blackwater
missing,missing
16-jähriger,16 years
versinke,sinking
vermittelte,mediated
rausstellen,rausstellen
naa,naa
drogenkonsum,drug consumption
östlicher,Eastern
jurassic,jurassic
flip-flops,flip-flops
zentralkommando,central command
einreisen,enter
ernestine,ernestine
clegg,clegg
panisches,panicked
gesprächsstoff,conversation piece
tafelsilber,silverware
beekman,beekman
gleichgesinnte,likeminded
fingiert,fictitious
coolidge,coolidge
tunis,tunis
geldhahn,money faucet
imperialismus,imperialism
flik,flik
stilllegen,shut down
a.d.,a.d.
maggio,maggio
hickory,hickory
gesamtsumme,Total
drogendealern,drug dealers
nagetier,rodent
herumtreibt,hang around
anlächeln,smile at
zerplatzen,burst
gitterstäbe,lattice bars
polizeilich,police
westley,westley
hound,hound
kopflos,headless
cissie,Cissie
harriman,harriman
hentai,hentai
aufbricht,breaks up
dogge,mastiff
redselig,talkative
fremdling,sojourner
auseinanderreißen,tear apart
fußballmannschaft,football team
afraid,afraid
luau,luau
aquarius,aquarius
ruhte,rested
s01e07,S01E07
shinwell,Shinwell
names,names
amtliche,official
sinnbild,symbol
leibgarde,bodyguard
hämisches,sardonic
kash,kash
unbesiegbaren,invincible
platzwunde,laceration
einsichten,insights
andersons,anderson
reiters,rider
hartnäckiger,stubborn
felt,felt
destabilisiert,destabilized
gaunt,gaunt
triebtäter,driving offenders
festgelegten,specified
ermuntern,encourage
finlay,finlay
feinkostladen,delicatessen invite
rumläufst,go around
schlangenbiss,snakebite
estland,Estonia
erübrigt,Needless
errate,guess
molekularstruktur,molecular structure
finsteres,dark
krabs,krabs
ätsch,yah
einhandeln,swop
bakterielle,bacterial
vixen,vixen
luftmatratze,air mattress
aufgesprungen,jumped up
debakel,debacle
mitterrand,mitterrand
billigere,cheaper
mitbringsel,souvenirs
elementare,elementary
begrab,bury
solonius,Solonius
entzweien,disunite
nachste,next
gezwitschert,twittered
lauerte,lurked
wicket,wicket
verdonnert,sentenced
vögelte,fucked
nachgekommen,complied
zurückließen,left behind
iverson,iverson
minirock,mini-skirt
mixtur,mixture
lygia,Lygia
upload,upload
asuna,asuna
leichteren,lighter
kaneda,kaneda
breitseite,broadside
clu,clu
loggins,loggins
erotischer,erotic
besuchsrecht,visit right
reiseplan,travel plan
wildfang,tomboy
verwicklungen,tangles
schützin,markswoman
trinkerin,Trinkerin
potthässlich,potthässlich
ankotzt,annoy
daryll,daryll
deus,deus
stet,steady
statistische,statistical
seton,seton
exklusivinterview,exclusive interview
kamine,fireplaces
herhaben,herhaben
zuschieben,slip
herzkammer,ventricle
einfacheres,simpler
riesengroßer,vast
wegkomme,get away
superbowl,superbowl
monteur,fitter
metin,metin
ambition,ambition
lausanne,lausanne
stromausfälle,power outages
leighton,leighton
organisator,organizer
wiedergänger,again predecessor
zeichentrickfilm,cartoon
aneignen,Appropriately
gadreel,gadreel
mieder,bodice
yoshimura,yoshimura
astro,astro
strenges,strict
durchgeschüttelt,shaken
stilinski,stilinski
tödlichsten,deadliest
überrollen,overrun
fig,fig
toru,toru
polizeiberichte,police reports
dobermann,doberman
bündig,flush
handrücken,back of Hand
ökonomische,economic
mensa,canteen
süßwasser,freshwater
abreißt,tearing off
amaya,amaya
doppeldate,double date
abgründe,abysses
walkie-talkies,walkie-talkies
blutfleck,bloody stain
glorreich,glorious
margarethe,margarethe
lammkeule,Lamb shank
komparsen,extras
zeitlimit,time limit
snowy,snowy
brummer,whopper
begrapschen,grope
zusammenfinden,come together
hey.,hey.
beförderungen,Promotions
mütterlich,maternal
annalen,annals
verscherbeln,sell off
banku,banku
abgefahrenen,freaky
hookstraten,hooks were
kopflosen,headless
rauswirft,rauswirft
puzzleteile,puzzleteile
geheimnisses,mystery
ansätze,approaches
doesn,doesn
kaffeekränzchen,hen party
hüpfe,bounce
neiman,neiman
ansteckt,infects
verwöhne,spoil
sitzungssaal,boardroom
bestimmtheit,positiveness
bombenanschläge,bomb strokes
rajiv,rajiv
stockwerken,storeys
laube,arbor
hoodie,hoodie
auffordert,asks
vereinbare,compatible
eingedämmt,contained
dudelsack,bagpipes
sardine,sardine
steigenden,increasing
tierschutz,animal welfare
fremdwort,foreign word
bainbridge,bainbridge
getümmel,turmoil
freudiger,joyous
trying,trying
feuchtigkeitscreme,moisturizer
sonora,sonora
colombo,colombo
mobiles,mobile
garrick,garrick
milchpulver,milk powder
fahrscheine,tickets
hippe,hip
hygienisch,hygienic
koo,koo
unterdrücktes,oppressed
lastern,blaspheme
g-kräfte,g-forces
faschistische,fascist
unstimmigkeit,inconsistency
gainey,Gainey
darstellungen,representations
schopf,tuft
aussen,Outside
leitstelle,control center
bündnisse,alliances
strammen,tight
wechselkurs,Exchange rate
legionär,legionary
alltags,everyday
streut,scatters
teilzeitjob,part-time-job
geleite,escort
textilien,textiles
liliputaner,Lilliputian
ogata,ogata
leisesten,leisesten
zurechtfinden,find their way
ballaststoffe,roughage
hwang,hwang
drinstecken,drinstecken
risikos,risk
coupon,coupon
maskulin,masculine
schimpfe,swear
scorsese,scorsese
sakamoto,sakamoto
schuldenfrei,debt free
kochtopf,cooking pot
nervte,bugged
durchgestrichen,strikethrough
sputen,hurry
pcs,pcs
zinn,tin
schütt,schütt
mietfrei,rent free
taijun,Taijun
dienstreise,business trip
eskild,Eskild
verheiratetes,married
ex-partner,ex partner
rasierschaum,shaving cream
laborkittel,lab coat
tatkraft,vigor
koller,Rage
mh-hm,mh-hm
cihan,cihan
bekräftigt,reaffirms
anzuzetteln,instigate
cosmopolitan,Cosmopolitan
willigt,agrees
